tx_id,user_id,timestamp,asset,amount_usd,country,new_device,failed_attempt,country_change,withdrawal
TX0031,U1005,2026-08-02T03:30,BTC,1475.63,US,false,false,false,true
TX0032,U1004,2026-08-01T18:18,ETH,4818.99,CN,false,false,false,true
TX0033,U1014,2026-08-02T03:08,SOL,16585.49,GB,false,false,false,false
TX0034,U1022,2026-08-01T18:54,USDT,9494.14,SG,false,false,false,true
TX0035,U1004,2026-08-01T23:10,ETH,3287.03,US,false,false,false,false
TX0036,U1015,2026-08-02T02:30,SOL,1876.55,SG,false,false,true,false
TX0037,U1019,2026-08-01T18:00,BNB,8832.67,US,false,false,false,false
TX0038,U1003,2026-08-02T03:30,USDT,15839.44,AU,false,true,false,false
TX0039,U1015,2026-08-02T04:00,BNB,3336.43,SG,false,false,false,false
TX0040,U1023,2026-08-02T04:30,BNB,272.94,SG,false,false,false,true
TX0041,U1004,2026-08-02T00:20,BNB,1874.49,DE,false,false,false,true
TX0042,U1015,2026-08-02T04:08,ETH,1066.74,US,false,false,false,true
TX0043,U1022,2026-08-01T23:00,SOL,9651.4,US,false,false,false,true
TX0044,U1004,2026-08-02T03:38,ETH,1262.95,CN,false,false,false,true
TX0045,U1006,2026-08-01T23:40,USDT,5625.83,SG,true,true,false,true
TX0046,U1000,2026-08-01T15:45,ETH,17408.22,SG,false,false,false,true
TX0047,U1007,2026-08-01T23:34,BNB,4360.14,DE,false,false,false,false
TX0048,U1003,2026-08-02T07:43,SOL,996.46,HK,false,false,false,true
TX0049,U1022,2026-08-02T06:36,ETH,1960.86,CN,true,false,false,false
TX0050,U1009,2026-08-02T01:20,ETH,15549.58,CN,true,false,true,false
TX0051,U1015,2026-08-02T13:20,USDT,305.07,US,false,false,false,true
TX0052,U1015,2026-08-01T23:27,BNB,19314.94,AU,false,false,false,false
TX0053,U1019,2026-08-02T01:28,USDT,20252.72,GB,true,false,false,false
TX0054,U1002,2026-08-02T13:16,BTC,16058.29,SG,false,true,false,false
TX0055,U1003,2026-08-02T10:12,SOL,8226.24,GB,false,false,true,false
TX0056,U1006,2026-08-02T09:45,USDT,29.67,GB,false,false,false,false
TX0057,U1019,2026-08-01T16:28,ETH,346.84,CN,false,false,false,true
TX0058,U1010,2026-08-02T21:06,USDT,760.66,GB,false,false,false,false
TX0059,U1001,2026-08-01T18:40,SOL,9168.46,DE,false,false,false,true
TX0060,U1014,2026-08-02T01:43,USDT,1333.06,GB,false,false,false,true
TX0061,U1012,2026-08-02T14:00,USDT,9761.24,US,true,false,false,true
TX0062,U1008,2026-08-02T22:37,BNB,131.72,SG,false,false,false,true
TX0063,U1017,2026-08-02T03:36,BNB,123.01,AU,false,false,false,true
TX0064,U1022,2026-08-02T08:06,BNB,16195.78,AU,false,false,false,true
TX0065,U1016,2026-08-02T17:00,USDT,16307.93,SG,false,true,false,true
TX0066,U1015,2026-08-01T17:40,USDT,8994.31,CN,false,false,false,false
TX0067,U1021,2026-08-03T01:42,BNB,9321.49,DE,true,false,false,true
TX0068,U1005,2026-08-02T02:52,ETH,483.35,US,true,false,false,false
TX0069,U1011,2026-08-02T22:24,USDT,162.74,CN,false,false,false,false
TX0070,U1018,2026-08-02T04:33,ETH,204.27,HK,false,false,false,false
TX0071,U1012,2026-08-03T05:20,BNB,166.0,SG,false,false,false,true
TX0072,U1001,2026-08-02T20:30,BNB,19320.79,AU,false,false,true,false
TX0073,U1022,2026-08-01T21:00,SOL,832.1,AU,true,false,false,false
TX0074,U1010,2026-08-02T20:17,BTC,265.87,CN,false,false,false,false
TX0075,U1006,2026-08-01T18:52,ETH,1280.23,AU,true,false,false,true
TX0076,U1004,2026-08-02T21:15,SOL,1247.92,HK,false,false,false,true
TX0077,U1019,2026-08-01T19:08,SOL,696.69,AU,false,false,false,false
TX0078,U1009,2026-08-01T19:16,ETH,1450.48,GB,true,false,false,true
TX0079,U1019,2026-08-02T14:54,USDT,253.22,GB,false,false,false,false
TX0080,U1004,2026-08-02T20:33,BTC,8813.94,US,false,false,false,true
TX0081,U1021,2026-08-02T17:00,BTC,2.21,AU,false,false,false,false
TX0082,U1020,2026-08-01T18:27,ETH,18812.56,DE,false,false,false,true
TX0083,U1010,2026-08-03T03:22,SOL,18269.7,US,false,false,false,true
TX0084,U1009,2026-08-03T13:34,BTC,15935.82,DE,false,false,false,true
TX0085,U1015,2026-08-02T11:36,ETH,16421.09,US,true,false,false,true
TX0086,U1007,2026-08-02T21:50,ETH,549.09,HK,false,false,true,true
TX0087,U1015,2026-08-02T10:48,USDT,8729.57,CN,false,false,false,true
TX0088,U1007,2026-08-02T15:27,SOL,379.87,AU,true,false,false,true
TX0089,U1001,2026-08-02T20:12,BTC,8295.2,GB,false,false,false,false
TX0090,U1021,2026-08-02T20:36,ETH,2237.6,DE,false,false,false,false
TX0091,U1018,2026-08-03T13:30,BNB,112.62,SG,false,false,true,false
TX0092,U1011,2026-08-03T11:03,ETH,9607.86,SG,false,false,false,true
TX0093,U1007,2026-08-02T18:44,USDT,15720.17,DE,false,false,false,true
TX0094,U1001,2026-08-02T14:27,ETH,8003.37,US,true,false,true,false
TX0095,U1002,2026-08-03T15:50,BNB,16161.61,DE,false,false,false,false
TX0096,U1000,2026-08-02T04:00,USDT,1451.95,SG,false,false,false,true
TX0097,U1017,2026-08-02T01:00,BTC,478.87,HK,false,false,false,false
TX0098,U1013,2026-08-03T14:21,USDT,2317.14,DE,false,false,false,true
TX0099,U1015,2026-08-03T03:28,USDT,9289.57,HK,false,false,false,false
TX0100,U1002,2026-08-02T09:45,BTC,15551.95,AU,true,false,true,false
TX0101,U1016,2026-08-03T06:00,USDT,1225.54,HK,true,false,false,false
TX0102,U1011,2026-08-03T04:46,BTC,3324.35,GB,false,false,false,true
TX0103,U1007,2026-08-02T10:30,SOL,17116.31,AU,false,false,false,true
TX0104,U1014,2026-08-03T14:13,USDT,3849.28,HK,false,false,false,false
TX0105,U1013,2026-08-03T23:24,BTC,2100.67,DE,true,false,false,false
TX0106,U1003,2026-08-02T16:30,BNB,1019.12,SG,true,true,false,true
TX0107,U1016,2026-08-02T11:30,BNB,15013.17,CN,false,true,false,true
TX0108,U1012,2026-08-02T20:40,ETH,564.46,HK,false,false,false,true
TX0109,U1009,2026-08-04T00:00,BNB,8075.57,CN,false,false,false,false
TX0110,U1013,2026-08-03T20:57,SOL,680.15,DE,false,false,false,true
TX0111,U1014,2026-08-02T10:40,ETH,148.74,SG,false,false,false,false
TX0112,U1021,2026-08-03T14:39,SOL,8064.16,SG,false,false,false,true
TX0113,U1013,2026-08-03T17:00,BNB,976.57,SG,true,true,false,false
TX0114,U1003,2026-08-02T18:54,USDT,8077.01,CN,false,false,false,false
TX0115,U1004,2026-08-02T17:18,BTC,820.99,AU,false,false,false,false
TX0116,U1002,2026-08-02T02:15,ETH,16352.16,HK,false,false,false,true
TX0117,U1012,2026-08-03T19:00,BTC,16796.09,DE,false,false,false,true
TX0118,U1006,2026-08-02T16:12,SOL,9592.11,GB,false,false,false,false
TX0119,U1012,2026-08-01T22:46,SOL,16230.48,US,false,false,false,false
TX0120,U1004,2026-08-04T04:26,BTC,15218.79,CN,true,false,false,true
TX0121,U1012,2026-08-02T03:00,BNB,343.69,CN,false,false,false,false
TX0122,U1021,2026-08-03T13:26,USDT,13494.85,HK,false,false,false,false
TX0123,U1019,2026-08-02T17:32,USDT,679.34,DE,false,false,false,true
TX0124,U1004,2026-08-04T02:36,ETH,110.39,HK,false,false,false,true
TX0125,U1023,2026-08-03T12:40,BTC,88.6,US,false,false,false,true
TX0126,U1005,2026-08-03T06:50,ETH,1393.32,DE,false,false,false,false
TX0127,U1016,2026-08-04T02:06,BTC,3096.28,SG,false,false,false,false
TX0128,U1011,2026-08-02T08:17,ETH,8182.83,DE,false,false,false,true
TX0129,U1023,2026-08-02T10:36,BTC,15263.64,GB,false,false,false,false
TX0130,U1008,2026-08-03T08:18,ETH,11948.37,US,false,false,false,false
TX0131,U1011,2026-08-04T17:10,BNB,315.76,HK,true,false,false,false
TX0132,U1008,2026-08-04T06:52,BTC,2232.36,SG,true,false,false,true
TX0133,U1009,2026-08-03T16:00,BNB,123.31,US,false,false,true,false
TX0134,U1005,2026-08-04T19:01,USDT,1082.46,GB,false,false,false,false
TX0135,U1021,2026-08-03T16:50,SOL,7.72,CN,false,false,false,false
TX0136,U1009,2026-08-03T03:45,ETH,17980.98,SG,false,false,false,true
TX0137,U1018,2026-08-04T20:52,BNB,541.41,AU,false,false,false,false
TX0138,U1003,2026-08-02T23:49,ETH,1595.85,HK,false,false,false,true
TX0139,U1008,2026-08-04T22:06,USDT,53.0,US,false,false,true,false
TX0140,U1005,2026-08-03T09:39,USDT,15085.55,GB,false,false,false,false
TX0141,U1022,2026-08-02T03:40,SOL,433.23,US,false,false,false,false
TX0142,U1005,2026-08-04T02:48,BTC,432.5,GB,true,false,false,false
TX0143,U1002,2026-08-04T15:06,BTC,1697.37,DE,false,false,false,false
TX0144,U1017,2026-08-03T11:03,USDT,15828.36,GB,true,false,false,false
TX0145,U1007,2026-08-04T18:36,BNB,659.87,HK,true,false,false,true
TX0146,U1004,2026-08-02T01:55,SOL,19258.82,US,false,false,false,false
TX0147,U1019,2026-08-04T10:00,USDT,15650.18,GB,false,false,false,true
TX0148,U1020,2026-08-03T10:00,BTC,574.67,CN,false,false,true,true
TX0149,U1017,2026-08-03T00:28,BNB,37.35,HK,true,false,false,false
TX0150,U1011,2026-08-02T14:48,SOL,1397.23,DE,false,false,false,true
TX0151,U1008,2026-08-05T03:00,BTC,2767.59,US,false,false,false,false
TX0152,U1007,2026-08-03T16:22,BNB,1438.92,AU,true,false,false,true
TX0153,U1023,2026-08-02T07:48,ETH,16104.13,AU,false,false,false,true
TX0154,U1011,2026-08-04T08:24,USDT,451.82,US,false,false,false,true
TX0155,U1002,2026-08-03T07:12,ETH,543.91,DE,true,false,false,true
TX0156,U1005,2026-08-02T18:35,BNB,713.27,SG,false,false,false,false
TX0157,U1004,2026-08-04T02:00,BNB,19.42,GB,false,false,false,false
TX0158,U1002,2026-08-04T12:53,SOL,166.96,CN,false,false,false,false
TX0159,U1002,2026-08-02T16:36,BNB,8065.09,DE,false,false,false,true
TX0160,U1006,2026-08-03T11:21,USDT,2003.23,AU,true,false,false,true
TX0161,U1016,2026-08-04T09:00,USDT,964.63,SG,true,true,false,false
TX0162,U1003,2026-08-05T12:17,BNB,15730.37,GB,false,false,false,true
TX0163,U1011,2026-08-04T12:36,BTC,2274.33,GB,false,false,false,false
TX0164,U1019,2026-08-05T16:14,ETH,16485.01,SG,false,false,false,false
TX0165,U1004,2026-08-03T23:52,BNB,1433.85,CN,false,false,false,true
TX0166,U1007,2026-08-04T16:45,ETH,8422.64,GB,false,false,false,false
TX0167,U1016,2026-08-03T19:06,ETH,378.81,AU,false,false,false,true
TX0168,U1016,2026-08-04T20:30,ETH,183.32,AU,false,false,false,true
TX0169,U1006,2026-08-03T14:12,BTC,563.16,AU,false,false,false,true
TX0170,U1015,2026-08-05T05:57,BTC,9691.09,US,false,false,false,true
TX0171,U1018,2026-08-04T05:00,USDT,15012.16,US,false,false,false,false
TX0172,U1021,2026-08-02T07:48,BNB,13262.19,DE,false,true,false,false
TX0173,U1004,2026-08-02T13:40,USDT,1563.98,GB,false,false,false,true
TX0174,U1001,2026-08-04T14:51,BNB,497.69,GB,false,false,false,false
TX0175,U1004,2026-08-03T07:24,SOL,8360.71,GB,false,false,false,true
TX0176,U1002,2026-08-05T06:20,USDT,256.76,US,false,false,false,false
TX0177,U1000,2026-08-05T01:00,USDT,8714.05,DE,false,true,true,true
TX0178,U1008,2026-08-03T11:09,SOL,9088.03,GB,false,false,true,false
TX0179,U1000,2026-08-06T01:44,BTC,13025.01,GB,false,false,false,false
TX0180,U1012,2026-08-02T17:49,SOL,1347.68,SG,true,false,false,false
TX0181,U1019,2026-08-05T18:00,BTC,16884.33,HK,false,false,false,true
TX0182,U1016,2026-08-03T00:13,BNB,8623.63,DE,false,false,true,true
TX0183,U1007,2026-08-04T12:50,ETH,17180.45,SG,false,false,false,true
TX0184,U1015,2026-08-03T09:48,SOL,31.67,SG,true,false,false,true
TX0185,U1008,2026-08-05T08:04,BTC,3311.12,DE,true,false,false,true
TX0186,U1012,2026-08-06T06:10,ETH,10120.43,DE,false,false,false,true
TX0187,U1003,2026-08-04T14:30,USDT,8858.28,CN,false,false,false,false
TX0188,U1004,2026-08-04T21:09,BNB,15800.86,AU,false,false,false,true
TX0189,U1017,2026-08-02T10:04,BTC,15408.55,US,false,false,false,false
TX0190,U1008,2026-08-04T18:54,SOL,9220.33,SG,false,false,false,true
TX0191,U1019,2026-08-04T13:00,SOL,16178.66,GB,false,false,false,false
TX0192,U1008,2026-08-03T08:45,USDT,15530.52,DE,true,false,true,false
TX0193,U1020,2026-08-04T04:12,BNB,605.68,US,false,false,false,true
TX0194,U1005,2026-08-03T06:02,USDT,8940.17,DE,false,false,false,false
TX0195,U1011,2026-08-04T04:54,USDT,9150.89,SG,true,false,false,true
TX0196,U1002,2026-08-02T20:45,USDT,3025.31,SG,false,false,false,true
TX0197,U1012,2026-08-02T07:52,ETH,18957.86,GB,false,true,false,false
TX0198,U1014,2026-08-06T03:55,BTC,16086.86,HK,false,true,false,false
TX0199,U1013,2026-08-05T12:00,BTC,9178.16,AU,false,false,false,true
TX0200,U1004,2026-08-04T19:55,BTC,19198.48,US,false,false,false,false
TX0201,U1013,2026-08-02T21:40,BTC,8791.79,HK,false,false,false,true
TX0202,U1017,2026-08-06T02:54,ETH,16485.86,SG,false,false,false,false
TX0203,U1001,2026-08-05T10:38,SOL,706.77,CN,false,false,false,false
TX0204,U1018,2026-08-02T15:27,BNB,305.26,HK,false,false,false,false
TX0205,U1015,2026-08-04T05:00,BTC,4820.22,GB,false,false,false,true
TX0206,U1004,2026-08-05T18:55,ETH,20623.76,SG,false,false,true,true
TX0207,U1003,2026-08-03T12:30,USDT,151.61,GB,false,false,false,true
TX0208,U1005,2026-08-04T09:27,USDT,17328.43,SG,false,false,false,false
TX0209,U1017,2026-08-05T06:36,USDT,723.56,AU,false,false,false,true
TX0210,U1017,2026-08-03T13:15,BNB,10547.39,HK,false,false,false,true
TX0211,U1004,2026-08-02T09:30,USDT,21668.36,DE,false,false,true,true
TX0212,U1007,2026-08-06T15:36,USDT,1877.29,GB,false,false,false,true
TX0213,U1014,2026-08-06T02:04,USDT,2745.0,HK,false,false,false,true
TX0214,U1021,2026-08-04T00:54,SOL,6367.51,DE,false,false,true,false
TX0215,U1009,2026-08-06T10:16,SOL,8111.6,DE,true,false,false,false
TX0216,U1022,2026-08-04T01:30,ETH,2048.07,SG,false,false,false,false
TX0217,U1005,2026-08-02T13:48,BNB,822.72,US,false,false,false,true
TX0218,U1013,2026-08-04T12:57,USDT,1866.47,HK,false,false,false,true
TX0219,U1007,2026-08-06T12:32,ETH,168.53,SG,false,false,false,true
TX0220,U1023,2026-08-07T00:03,BTC,763.33,DE,false,false,false,true
